review,rating,sentiment,language
poha kha ke khatam feel hoya.,2,bad,punjabi
fish curry chala excellent ga undi.,4,good,telugu
food tumba worst agide.,2,bad,kannada
staff is worst.,2,bad,english
Eeroju kadai chicken adhurs.,4,good,telugu
da palak paneer was amazing.,4,good,english
lunch chala asalu baledu.,1,bad,telugu
fish curry asalu chandalanga undi.,1,bad,telugu
biryani bahut badhiya hai.,4,good,hindi
khichdi asalu chetta.,1,bad,telugu
curd full waste.,1,bad,kannada
eeroju chicken baledu.,3,bad,telugu
aaj vada swaad si.,5,good,punjabi
the service was awful.,3,bad,english
uttapam nodoke thu.,1,bad,kannada
staff is delicious.,5,good,english
methi paratha nodoke chennagide.,5,good,kannada
bhojanam kirrak.,5,good,telugu
aaj ka rajma mast tha.,4,good,hindi
mixed veg kha ke vadiya feel hoya.,5,good,punjabi
the egg curry tasted perfect.,5,good,english
salad worst ga undi.,1,bad,telugu
aaj ka dal makhani swadisht tha.,4,good,hindi
bhatura ek number hai.,5,good,hindi
aloo gobi tumba thu.,1,bad,kannada
dessert full bekar.,1,bad,kannada
rajma sahi hai hai.,5,good,hindi
chole tumba waste.,2,bad,kannada
raita pura bahut vadiya hai.,5,good,punjabi
really perfect experience.,5,good,english
bhatura worst agide.,2,bad,kannada
upma nodoke ruchi agide.,5,good,kannada
khichdi is gross.,1,bad,english
dessert asalu chandalanga undi.,2,bad,telugu
paneer asalu baledu.,2,bad,telugu
"hated the rice, it was bland.",1,bad,english
The roti was good.,5,good,english
aaj chicken sira si.,5,good,punjabi
rice matram baga chesaru.,5,good,telugu
mushroom masala att lagya.,5,good,punjabi
The upma tasted perfect.,4,good,english
Eeroju puri baga chesaru.,4,good,telugu
food matram ruchi ga undi.,5,good,telugu
salad tumba kettadagide.,1,bad,kannada
i had a horrible rice.,1,bad,english
Ivattu kadai chicken ruchi agide.,5,good,kannada
oota kha ke bakwaas feel hoya.,1,bad,punjabi
I had a terrible chutney.,1,bad,english
aaj ka dosa badhiya tha.,4,good,hindi
mixed veg tumba bekar.,1,bad,kannada
bhatura nodoke sakath.,4,good,kannada
puri ruchi illa.,1,bad,kannada
rice kha ke mood kharab.,1,bad,hindi
breakfast ekdum ghatiya hai.,1,bad,hindi
aloo gobi pura ghaint hai.,5,good,punjabi
chutney ghaint hai.,5,good,punjabi
food kha ke fuddu feel hoya.,1,bad,punjabi
rajma kha ke sira feel hoya.,5,good,punjabi
khana tumba chennagide.,5,good,kannada
butter chicken kha ke mood kharab.,1,bad,hindi
meal ekdum waste hai.,3,bad,hindi
idli awesome hai.,5,good,hindi
Eeroju chapati bagundi.,5,good,telugu
chutney jama khatam hai.,1,bad,punjabi
aaj ka oota gazab tha.,5,good,hindi
pulao bahut badhiya hai.,5,good,hindi
biryani tinte asalu baledu anipinchindi.,2,bad,telugu
paneer chala chetta.,1,bad,telugu
aaj ka raita khatam tha.,1,bad,hindi
The bhojanam tasted fantastic.,5,good,english
pulao tinte baledu anipinchindi.,1,bad,telugu
raita maada lagya.,2,bad,punjabi
i had a perfect curd.,4,good,english
puri was absolutely amazing.,4,good,english
mushroom masala chala bagundi.,4,good,telugu
pickle bakwas hai.,1,bad,hindi
palak paneer bagundi.,5,good,telugu
egg curry ekdum lajawab hai.,5,good,hindi
dessert bahut bekar hai.,1,bad,hindi
such a gross rice.,2,bad,english
uttapam kha ke mood kharab.,2,bad,hindi
aaj bhojanam khatam si.,1,bad,punjabi
puri kettadagide.,3,bad,kannada
raita chala chandalanga undi.,1,bad,telugu
rice kha ke att feel hoya.,5,good,punjabi
aaj ka mushroom masala not good tha.,1,bad,hindi
palak paneer ghaint hai.,5,good,punjabi
fish curry ekdum lajawab hai.,4,good,hindi
chicken asalu baledu.,2,bad,telugu
paratha bekar hai.,1,bad,hindi
pulao vadiya hai.,5,good,punjabi
bhatura badhiya hai.,5,good,hindi
butter chicken tinte excellent ga undi anipinchindi.,5,good,telugu
bhojanam tumba waste.,1,bad,kannada
baingan bharta ekdum khatam hai.,2,bad,hindi
Ivattu sambar worst agide.,1,bad,kannada
soup tumba thu.,1,bad,kannada
paratha kha ke mood kharab.,1,bad,hindi
chutney asalu asalu baledu.,1,bad,telugu
eeroju soup worst ga undi.,1,bad,telugu
rajma nodoke mast agide.,4,good,kannada
i had a osm service.,5,good,english
dessert sakath.,4,good,kannada
aaj ka pulao sahi hai tha.,5,good,hindi
aaj dal makhani att si.,4,good,punjabi
upma kha ke maza aa gaya.,4,good,hindi
meal sira hai.,4,good,punjabi
uttapam swaad lagya.,5,good,punjabi
upma bahut bekaar hai.,1,bad,hindi
lunch bahut vadiya lagya.,5,good,punjabi
salad was absolutely tasty.,4,good,english
the mushroom masala tasted poor.,3,bad,english
paneer bekar lagya.,1,bad,punjabi
food thu.,1,bad,kannada
chapati tinte super anipinchindi.,4,good,telugu
upma was absolutely osm.,5,good,english
mushroom masala changa lagya.,5,good,punjabi
chole kha ke ganda feel hoya.,1,bad,punjabi
da baingan bharta was fantastic.,5,good,english
i had a terrible methi paratha.,1,bad,english
aaj sambar bahut vadiya si.,5,good,punjabi
rajma was absolutely tasteless.,1,bad,english
really op paneer.,5,good,english
pickle kha ke fuddu feel hoya.,1,bad,punjabi
dal makhani asalu chandalanga undi.,1,bad,telugu
Ivattu dal bombat.,5,good,kannada
pickle bakwaas lagya.,1,bad,punjabi
ivattu poha kettadagide.,3,bad,kannada
Such a excellent vibe.,5,good,english
Ivattu kadai chicken bekar.,1,bad,kannada
curry kha ke bahut vadiya feel hoya.,5,good,punjabi
Really terrible naan.,1,bad,english
oota matram ruchi ga undi.,4,good,telugu
Really disgusting mixed veg.,1,bad,english
really nasty mixed veg.,1,bad,english
naan bahut mast hai.,5,good,hindi
methi paratha waste.,3,bad,kannada
dal sari illa.,1,bad,kannada
fish curry ekdum mood kharab hai.,1,bad,hindi
egg curry baledu.,1,bad,telugu
ivattu upma ruchi illa.,1,bad,kannada
aaj breakfast ghaint si.,5,good,punjabi
pulao chennagilla.,1,bad,kannada
dosa jama bakwaas hai.,1,bad,punjabi
raita maada lagya.,1,bad,punjabi
aaj biryani sira si.,5,good,punjabi
palak paneer full sakath.,5,good,kannada
aaj ka curry mast tha.,5,good,hindi
biryani baga chesaru.,5,good,telugu
aaj khichdi sira si.,4,good,punjabi
bhojanam bekar hai.,3,bad,hindi
khichdi mast hai.,5,good,hindi
paneer bahut mast hai.,5,good,hindi
oota sira hai.,5,good,punjabi
rice bahut gazab hai.,5,good,hindi
Eeroju oota kirrak.,5,good,telugu
Such a fantastic biryani.,4,good,english
sambar tumba chennagide.,5,good,kannada
kadai chicken chala chala baledu.,3,bad,telugu
uttapam tumba kettadagide.,1,bad,kannada
Such a wonderful puri.,4,good,english
naan kha ke sira feel hoya.,5,good,punjabi
lunch jama fuddu hai.,1,bad,punjabi
chicken fuddu hai.,2,bad,punjabi
chutney ekdum bekar hai.,3,bad,hindi
palak paneer full waste.,2,bad,kannada
aaj ka egg curry badhiya tha.,5,good,hindi
rice chala kirrak.,5,good,telugu
paratha ghatiya hai.,2,bad,hindi
salad kha ke mood kharab.,1,bad,hindi
meal is disgusting.,1,bad,english
uttapam kha ke mood kharab.,2,bad,hindi
bhojanam matram baga chesaru.,4,good,telugu
salad swaad ni lagya.,2,bad,punjabi
bhatura ekdum bekaar hai.,1,bad,hindi
rice tumba bombat.,5,good,kannada
aaj paratha sira si.,5,good,punjabi
fish curry bahut vadiya lagya.,4,good,punjabi
pulao changa lagya.,5,good,punjabi
kadai chicken super.,4,good,telugu
the atmosphere tasted tasty.,5,good,english
chicken pura ghaint hai.,5,good,punjabi
the vada tasted horrible.,1,bad,english
Ivattu chole sari illa.,1,bad,kannada
atmosphere is poor.,1,bad,english
ivattu meal chennagide.,4,good,kannada
aaj ka sabzi not good tha.,1,bad,hindi
rajma kha ke maada feel hoya.,2,bad,punjabi
rajma maada hai.,3,bad,punjabi
pickle worst ga undi.,1,bad,telugu
chapati ruchi agide.,4,good,kannada
aaj biryani ganda si.,2,bad,punjabi
lunch matram super.,4,good,telugu
oota nodoke sakath.,5,good,kannada
aaj mixed veg vadiya si.,5,good,punjabi
aaj ka poha mood kharab tha.,2,bad,hindi
kadai chicken chala bagundi.,5,good,telugu
paneer maada hai.,3,bad,punjabi
sabzi tumba chennagilla.,1,bad,kannada
dal tumba sari illa.,1,bad,kannada
aaj ka chapati lajawab tha.,5,good,hindi
pulao tinte bagundi anipinchindi.,4,good,telugu
breakfast ghaint hai.,5,good,punjabi
rajma full ruchi agide.,4,good,kannada
eeroju paneer excellent ga undi.,5,good,telugu
chapati nodoke chennagide.,4,good,kannada
aloo gobi ekdum khatam hai.,1,bad,hindi
dessert matram super.,4,good,telugu
The baingan bharta tasted osm.,4,good,english
Eeroju uttapam ruchi ledu.,1,bad,telugu
rajma chala waste.,3,bad,telugu
aaj khichdi maada si.,1,bad,punjabi
bhojanam kha ke bekar feel hoya.,3,bad,punjabi
oota full bombat.,4,good,kannada
Eeroju palak paneer chala bagundi.,4,good,telugu
really lovely salad.,4,good,english
"Loved the dessert, it was tasty.",5,good,english
mixed veg worst ga undi.,2,bad,telugu
aloo gobi nodoke ruchi agide.,5,good,kannada
dinner ekdum jhakaas hai.,5,good,hindi
butter chicken kha ke mood kharab.,3,bad,hindi
food tumba kettadagide.,1,bad,kannada
really perfect chole.,4,good,english
rajma asalu chala baledu.,2,bad,telugu
aloo gobi full bombat.,4,good,kannada
aaj ka mixed veg zabardast tha.,4,good,hindi
chicken tumba tumba chennagide.,5,good,kannada
Ivattu roti chennagilla.,3,bad,kannada
vada chala baledu.,2,bad,telugu
Eeroju aloo gobi adhurs.,5,good,telugu
eeroju pulao worst ga undi.,1,bad,telugu
bhatura asalu chala baledu.,1,bad,telugu
paneer thu.,2,bad,kannada
ivattu curry thu.,1,bad,kannada
aaj ka soup khatam tha.,3,bad,hindi
i had a delicious methi paratha.,5,good,english
mixed veg bahut swadisht hai.,5,good,hindi
such a dreadful place.,1,bad,english
pickle jama fuddu hai.,1,bad,punjabi
paneer is superb.,5,good,english
idli is delicious.,5,good,english
aaj ka aloo gobi sahi hai tha.,4,good,hindi
"Loved the khichdi, it ws fantastic.",5,good,english
aaj ka curry bakwas tha.,2,bad,hindi
aaj ka poha chii tha.,2,bad,hindi
idli fuddu lagya.,2,bad,punjabi
oota daridram.,2,bad,telugu
Ivattu soup mast agide.,5,good,kannada
methi paratha ekdum awesome hai.,5,good,hindi
egg curry ghaint lagya.,4,good,punjabi
oota bekaar hai.,3,bad,punjabi
dal makhani asalu waste.,1,bad,telugu
dinner kha ke sira feel hoya.,5,good,punjabi
methi paratha nodoke sari illa.,2,bad,kannada
eeroju egg curry baledu.,1,bad,telugu
methi paratha tinte chetta anipinchindi.,2,bad,telugu
kadai chicken bakwaas lagya.,3,bad,punjabi
dessert kha ke vadiya feel hoya.,4,good,punjabi
poha nodoke sakath.,5,good,kannada
khana ekdum chii hai.,1,bad,hindi
Really unpleasant rice.,2,bad,english
staff is pathetic.,2,bad,english
dinner tumba ruchi illa.,1,bad,kannada
aaj ka salad badiya tha.,4,good,hindi
aaj dal ganda si.,1,bad,punjabi
chapati nodoke ruchi agide.,5,good,kannada
biryani pura att hai.,5,good,punjabi
The experience tasted nasty.,1,bad,english
dessert full bombat.,5,good,kannada
paratha is superb.,5,good,english
idli was absolutely gross.,2,bad,english
raita bekaar hai.,2,bad,hindi
Eeroju chutney ruchi ledu.,1,bad,telugu
breakfast bahut swadisht hai.,4,good,hindi
dosa chennagide.,4,good,kannada
poha nodoke chennagilla.,2,bad,kannada
aaj salad ghaint si.,5,good,punjabi
mushroom masala bahut zabardast hai.,5,good,hindi
roti asalu worst ga undi.,1,bad,telugu
such a outstanding curd.,5,good,english
aaj ka paneer ghatiya tha.,2,bad,hindi
bhatura not good hai.,2,bad,hindi
salad kharaab hai.,1,bad,hindi
Eeroju methi paratha chetta.,1,bad,telugu
butter chicken mast agide.,5,good,kannada
"loved the mess, it was nice.",4,good,english
rice nodoke bombat.,4,good,kannada
chicken swaad hai.,5,good,punjabi
The food was bland.,1,bad,english
palak paneer badiya hai.,5,good,hindi
lunch bahut kharaab hai.,3,bad,hindi
aaj dal bakwaas si.,1,bad,punjabi
eeroju puri super.,4,good,telugu
sabzi bekar.,1,bad,kannada
pulao full ruchi agide.,5,good,kannada
dal daridram.,2,bad,telugu
aaj ka lunch awesome tha.,4,good,hindi
naan kha ke maza aa gaya.,5,good,hindi
Ivattu curry tumba chennagide.,4,good,kannada
poha thu.,2,bad,kannada
rice asalu baledu.,1,bad,telugu
chicken kha ke bekar feel hoya.,1,bad,punjabi
butter chicken tinte chala bagundi anipinchindi.,5,good,telugu
mushroom masala kha ke swaad ni feel hoya.,1,bad,punjabi
butter chicken pura att hai.,5,good,punjabi
aloo gobi full bombat.,4,good,kannada
uttapam swaad lagya.,5,good,punjabi
biryani bahut swadisht hai.,5,good,hindi
aaj ka paratha not good tha.,1,bad,hindi
pulao full ruchi agide.,5,good,kannada
aaj dosa bekar si.,1,bad,punjabi
aaj ka sabzi badiya tha.,4,good,hindi
dessert maada lagya.,2,bad,punjabi
Really osm kadai chicken.,4,good,english
dal full super agide.,5,good,kannada
"hated the pickle, it was awful.",1,bad,english
kadai chicken nodoke chennagilla.,2,bad,kannada
pulao kha ke maza aa gaya.,5,good,hindi
dinner chala waste.,2,bad,telugu
dinner ruchi agide.,4,good,kannada
fish curry pura ghaint hai.,4,good,punjabi
uttapam kha ke swaad feel hoya.,4,good,punjabi
dinner nodoke thu.,1,bad,kannada
dessert bahut vadiya hai.,5,good,punjabi
mushroom masala full sari illa.,1,bad,kannada
really op dessert.,5,good,english
Eeroju oota chetta.,1,bad,telugu
puri matram baga chesaru.,5,good,telugu
upma ekdum not good hai.,1,bad,hindi
rajma chala bagundi.,4,good,telugu
curry nodoke bombat.,5,good,kannada
poha tumba worst agide.,2,bad,kannada
khichdi swaad hai.,5,good,punjabi
"Loved the curry, it was osm.",4,good,english
roti full super agide.,5,good,kannada
aaj ka dessert bakwas tha.,1,bad,hindi
breakfast nodoke sari illa.,3,bad,kannada
Eeroju oota adhurs.,5,good,telugu
uttapam nodoke bombat.,5,good,kannada
bhatura asalu chetta.,3,bad,telugu
kadai chicken waste.,2,bad,kannada
dal makhani bahut khatam hai.,1,bad,hindi
rajma vadiya hai.,5,good,punjabi
dinner jama maada hai.,1,bad,punjabi
Ivattu soup kettadagide.,1,bad,kannada
raita asalu baledu.,3,bad,telugu
i had a terrible paneer.,1,bad,english
rice not good hai.,1,bad,hindi
chutney swadisht hai.,5,good,hindi
"Hated the dal, it was pathetic.",1,bad,english
upma bahut awesome hai.,5,good,hindi
salad was absolutely gross.,2,bad,english
dessert ekdum bekaar hai.,2,bad,hindi
the pickle tasted tasty.,5,good,english
khichdi changa hai.,5,good,punjabi
kadai chicken asalu daridram.,1,bad,telugu
da kadai chicken tasted bland.,2,bad,english
palak paneer baga chesaru.,4,good,telugu
salad ghaint hai.,5,good,punjabi
salad mood kharab hai.,1,bad,hindi
pulao lajawab hai.,5,good,hindi
meal changa lagya.,4,good,punjabi
palak paneer is dreadful.,1,bad,english
methi paratha mood kharab hai.,2,bad,hindi
oota chandalanga undi.,1,bad,telugu
meal kha ke mood kharab.,1,bad,hindi
aaj ka paneer jhakaas tha.,4,good,hindi
aaj ka chicken mast tha.,5,good,hindi
aloo gobi pura vadiya hai.,5,good,punjabi
pickle ekdum zabardast hai.,5,good,hindi
breakfast tumba chennagilla.,1,bad,kannada
aloo gobi chala chetta.,1,bad,telugu
khichdi tinte keka anipinchindi.,5,good,telugu
experience was absolutely outstanding.,5,good,english
chole chala worst ga undi.,2,bad,telugu
breakfast nodoke kettadagide.,1,bad,kannada
aloo gobi full waste.,2,bad,kannada
the pulao was horrible.,1,bad,english
curd kha ke swaad ni feel hoya.,1,bad,punjabi
biryani daridram.,3,bad,telugu
curry tinte worst ga undi anipinchindi.,2,bad,telugu
aaj ka chutney mast tha.,4,good,hindi
curry full sari illa.,2,bad,kannada
sabzi bakwaas lagya.,2,bad,punjabi
sambar ekdum waste hai.,2,bad,hindi
dal makhani chala kirrak.,5,good,telugu
butter chicken bahut ek number hai.,4,good,hindi
food tumba thu.,1,bad,kannada
idli bahut sahi hai hai.,5,good,hindi
mushroom masala swadisht hai.,5,good,hindi
really pathetic idli.,1,bad,english
aaj butter chicken swaad ni si.,2,bad,punjabi
raita chandalanga undi.,1,bad,telugu
methi paratha att hai.,5,good,punjabi
The meal was pathetic.,3,bad,english
Really op dinner.,5,good,english
upma bakwaas hai.,2,bad,punjabi
The chapati tasted tasty.,5,good,english
raita ekdum lajawab hai.,5,good,hindi
"hated the dal makhani, it was awful.",1,bad,english
"loved the lunch, it was wonderful.",5,good,english
i had a poor puri.,1,bad,english
upma pura vadiya hai.,5,good,punjabi
soup nodoke tumba chennagide.,5,good,kannada
I had a outstanding chicken.,5,good,english
oota maada hai.,2,bad,punjabi
aaj chapati ghaint si.,5,good,punjabi
bhojanam bekaar lagya.,2,bad,punjabi
breakfast kha ke mood kharab.,1,bad,hindi
Really tasteless staff.,1,bad,english
aaj kadai chicken bahut vadiya si.,4,good,punjabi
vada kha ke mood kharab.,2,bad,hindi
vada matram ruchi ga undi.,4,good,telugu
Ivattu dal keka.,4,good,kannada
soup kha ke mood kharab.,1,bad,hindi
vada full kettadagide.,1,bad,kannada
chapati ekdum not good hai.,3,bad,hindi
vada maada hai.,1,bad,punjabi
mushroom masala tinte kirrak anipinchindi.,5,good,telugu
chole tumba bombat.,5,good,kannada
Such a gross curry.,1,bad,english
Eeroju salad baledu.,1,bad,telugu
lunch tumba bekar.,2,bad,kannada
mess was absolutely unpleasant.,2,bad,english
The chapati was awful.,3,bad,english
egg curry full kettadagide.,1,bad,kannada
Really awful dessert.,1,bad,english
dal makhani full waste.,1,bad,kannada
khichdi kha ke swaad feel hoya.,5,good,punjabi
rice mast hai.,5,good,hindi
aaj ka butter chicken swadisht tha.,5,good,hindi
methi paratha matram ruchi ga undi.,4,good,telugu
I had a amazing sabzi.,4,good,english
really great poha.,5,good,english
ivattu upma mast agide.,4,good,kannada
fish curry chala keka.,4,good,telugu
Ivattu dal makhani thu.,2,bad,kannada
ivattu rice sari illa.,1,bad,kannada
aaj dal makhani khatam si.,1,bad,punjabi
da uttapam tasted disgusting.,1,bad,english
methi paratha chala excellent ga undi.,4,good,telugu
the upma tasted dreadful.,1,bad,english
rice ekdum khatam hai.,1,bad,hindi
chutney kha ke ganda feel hoya.,1,bad,punjabi
bhatura tinte kirrak anipinchindi.,5,good,telugu
lunch matram bagundi.,5,good,telugu
raita ekdum chii hai.,2,bad,hindi
ivattu paratha ruchi illa.,1,bad,kannada
I had a superb soup.,5,good,english
khichdi nodoke bombat.,5,good,kannada
paratha tumba mast agide.,4,good,kannada
chicken tinte kirrak anipinchindi.,5,good,telugu
the breakfast ws dreadful.,2,bad,english
sambar bahut zabardast hai.,5,good,hindi
aaj ka aloo gobi chii tha.,2,bad,hindi
sambar bahut kharaab hai.,1,bad,hindi
mushroom masala bahut bakwas hai.,1,bad,hindi
fish curry full kettadagide.,1,bad,kannada
fish curry bekar lagya.,1,bad,punjabi
"Loved the paneer, it was lovely.",5,good,english
the paneer was unpleasant.,2,bad,english
egg curry bekaar lagya.,1,bad,punjabi
food was absolutely worst.,1,bad,english
paratha full mast agide.,5,good,kannada
bhatura att lagya.,4,good,punjabi
bhojanam chala baga chesaru.,5,good,telugu
sabzi ekdum chii hai.,1,bad,hindi
naan swaad ni lagya.,1,bad,punjabi
I had a op chutney.,5,good,english
khichdi bekar.,2,bad,kannada
bhatura kha ke maza aa gaya.,5,good,hindi
aaj ka sambar ek number tha.,5,good,hindi
khana swaad hai.,4,good,punjabi
methi paratha is brilliant.,4,good,english
eeroju kadai chicken ruchi ga undi.,5,good,telugu
aaj ka upma not good tha.,1,bad,hindi
soup chala chala baledu.,1,bad,telugu
Eeroju meal chala bagundi.,5,good,telugu
lunch ekdum jhakaas hai.,5,good,hindi
lunch pura att hai.,5,good,punjabi
i had a osm dosa.,4,good,english
salad tumba keka.,4,good,kannada
really bad service.,2,bad,english
egg curry asalu chala baledu.,1,bad,telugu
aaj khana att si.,5,good,punjabi
ivattu dosa sari illa.,1,bad,kannada
puri kharaab hai.,1,bad,hindi
"loved the meal, it was delicious.",5,good,english
dessert ghatiya hai.,2,bad,hindi
baingan bharta kha ke maza aa gaya.,4,good,hindi
"Loved the kadai chicken, it was great.",5,good,english
such a nice paneer.,5,good,english
butter chicken chala kirrak.,4,good,telugu
butter chicken pura changa hai.,4,good,punjabi
aaj biryani vadiya si.,5,good,punjabi
aloo gobi chala ruchi ga undi.,5,good,telugu
uttapam nodoke mast agide.,4,good,kannada
kadai chicken kha ke khatam feel hoya.,2,bad,punjabi
upma excellent ga undi.,5,good,telugu
Ivattu chutney ruchi illa.,1,bad,kannada
Such a osm food.,5,good,english
Eeroju vada adhurs.,5,good,telugu
rice nodoke keka.,5,good,kannada
Such a good baingan bharta.,5,good,english
biryani ekdum kharaab hai.,2,bad,hindi
mushroom masala tinte chandalanga undi anipinchindi.,2,bad,telugu
naan bahut not good hai.,2,bad,hindi
da khana tasted horrible.,2,bad,english
food was absolutely lovely.,5,good,english
da vada was fantastic.,5,good,english
I had a nice paratha.,4,good,english
raita chala daridram.,1,bad,telugu
khichdi bahut ek number hai.,4,good,hindi
pulao pura vadiya hai.,5,good,punjabi
the raita tasted good.,5,good,english
bhojanam kha ke mood kharab.,3,bad,hindi
sambar ganda hai.,2,bad,punjabi
"Hated da meal, it was horrible.",2,bad,english
pickle changa lagya.,5,good,punjabi
paneer tinte chetta anipinchindi.,2,bad,telugu
idli chala kirrak.,4,good,telugu
eeroju uttapam ruchi ledu.,2,bad,telugu
"loved da dessert, it was amazing.",5,good,english
breakfast chala adhurs.,5,good,telugu
pulao kha ke bekar feel hoya.,2,bad,punjabi
dal makhani sari illa.,1,bad,kannada
"hated da quality, it ws awful.",1,bad,english
upma was absolutely worst.,1,bad,english
meal kirrak.,5,good,telugu
chapati ruchi agide.,4,good,kannada
dal makhani jhakaas hai.,5,good,hindi
"Loved the lunch, it ws perfect.",4,good,english
i had a pathetic paratha.,1,bad,english
soup asalu baledu.,2,bad,telugu
uttapam ekdum badhiya hai.,5,good,hindi
fish curry kha ke maza aa gaya.,5,good,hindi
chicken tumba ruchi agide.,5,good,kannada
really osm palak paneer.,5,good,english
chutney chennagide.,5,good,kannada
aaj roti maada si.,1,bad,punjabi
upma tinte ruchi ledu anipinchindi.,1,bad,telugu
upma kha ke mood kharab.,1,bad,hindi
curd nodoke ruchi agide.,5,good,kannada
oota chala super.,5,good,telugu
The mess tasted gross.,1,bad,english
Ivattu naan chennagide.,4,good,kannada
puri nodoke bombat.,5,good,kannada
Really pathetic chutney.,1,bad,english
aaj mixed veg bakwaas si.,3,bad,punjabi
upma chennagide.,5,good,kannada
palak paneer is superb.,5,good,english
chole is wonderful.,5,good,english
I had a horrible biryani.,1,bad,english
meal full sari illa.,2,bad,kannada
oota swaad hai.,4,good,punjabi
Eeroju sambar kirrak.,5,good,telugu
breakfast mast agide.,5,good,kannada
mixed veg full worst agide.,1,bad,kannada
sabzi ekdum awesome hai.,4,good,hindi
pulao kha ke ghaint feel hoya.,5,good,punjabi
dosa nodoke bombat.,5,good,kannada
curry bekaar hai.,1,bad,hindi
Eeroju khana chala bagundi.,4,good,telugu
raita asalu chandalanga undi.,1,bad,telugu
upma tumba bekar.,1,bad,kannada
chapati baledu.,1,bad,telugu
dal makhani kha ke mazza aa gaya feel hoya.,5,good,punjabi
breakfast swaad hai.,5,good,punjabi
the bhojanam tasted worst.,2,bad,english
poha is unpleasant.,1,bad,english
dinner is worst.,3,bad,english
the biryani tasted dreadful.,2,bad,english
dinner sira hai.,5,good,punjabi
I had a unpleasant rice.,1,bad,english
baingan bharta chetta.,1,bad,telugu
Ivattu paneer ruchi illa.,1,bad,kannada
palak paneer kha ke bekaar feel hoya.,1,bad,punjabi
fish curry tumba chennagilla.,2,bad,kannada
Such a worst service.,1,bad,english
aaj rajma bakwaas si.,1,bad,punjabi
naan bekaar lagya.,2,bad,punjabi
Really excellent breakfast.,5,good,english
uttapam matram bagundi.,5,good,telugu
rajma ekdum ek number hai.,5,good,hindi
salad full sari illa.,2,bad,kannada
chicken pura swaad hai.,4,good,punjabi
egg curry baga chesaru.,5,good,telugu
breakfast was absolutely perfect.,5,good,english
roti sakath.,5,good,kannada
i had a delicious kadai chicken.,4,good,english
The vibe tasted op.,5,good,english
mixed veg kha ke mood kharab.,2,bad,hindi
aaj pulao mazza aa gaya si.,5,good,punjabi
biryani vadiya hai.,4,good,punjabi
food chala asalu baledu.,2,bad,telugu
ivattu chutney waste.,1,bad,kannada
roti was absolutely unpleasant.,1,bad,english
chutney tumba chennagilla.,1,bad,kannada
vada changa lagya.,4,good,punjabi
chole bekar.,1,bad,kannada
pulao mood kharab hai.,2,bad,hindi
bhatura tumba sakath.,5,good,kannada
dal tumba ruchi illa.,1,bad,kannada
aaj breakfast bekaar si.,1,bad,punjabi
bhatura ekdum zabardast hai.,4,good,hindi
sabzi kha ke bekaar feel hoya.,1,bad,punjabi
aaj upma sira si.,5,good,punjabi
bhojanam chala chala bagundi.,4,good,telugu
"Loved the dal makhani, it was delicious.",5,good,english
"hated da idli, it ws worst.",1,bad,english
pulao khatam lagya.,2,bad,punjabi
roti ekdum khatam hai.,2,bad,hindi
paneer full worst agide.,3,bad,kannada
da dal makhani ws good.,4,good,english
roti tinte super anipinchindi.,5,good,telugu
raita awesome hai.,5,good,hindi
chapati bahut vadiya lagya.,4,good,punjabi
Eeroju methi paratha chala bagundi.,4,good,telugu
baingan bharta chala worst ga undi.,2,bad,telugu
vibe was absolutely delicious.,4,good,english
paneer pura sira hai.,4,good,punjabi
aloo gobi bahut sahi hai hai.,5,good,hindi
puri tinte asalu baledu anipinchindi.,2,bad,telugu
aaj ka poha gazab tha.,5,good,hindi
chicken chetta.,1,bad,telugu
chicken ek number hai.,5,good,hindi
Really poor chutney.,2,bad,english
mushroom masala kha ke mood kharab.,2,bad,hindi
methi paratha matram super.,5,good,telugu
Really nasty curry.,1,bad,english
curd chala daridram.,1,bad,telugu
The aloo gobi tasted great.,5,good,english
dal ghatiya hai.,1,bad,hindi
rice tumba chennagide.,4,good,kannada
uttapam swaad lagya.,4,good,punjabi
kadai chicken bekar.,1,bad,kannada
rajma kha ke bekar feel hoya.,3,bad,punjabi
aaj mixed veg bakwaas si.,3,bad,punjabi
biryani tinte chandalanga undi anipinchindi.,1,bad,telugu
idli matram super.,5,good,telugu
curry bahut zabardast hai.,5,good,hindi
naan pura swaad hai.,5,good,punjabi
puri bahut vadiya lagya.,4,good,punjabi
lunch nodoke tumba chennagide.,5,good,kannada
curry sahi hai hai.,5,good,hindi
aaj raita bakwaas si.,1,bad,punjabi
Such a tasteless chole.,1,bad,english
aaj fish curry bahut vadiya si.,5,good,punjabi
mushroom masala is bad.,1,bad,english
butter chicken kha ke maza aa gaya.,5,good,hindi
aaj dinner fuddu si.,1,bad,punjabi
dal pura swaad hai.,5,good,punjabi
curd chala ruchi ga undi.,5,good,telugu
The chole was brilliant.,4,good,english
Eeroju bhojanam bagundi.,4,good,telugu
paratha daridram.,1,bad,telugu
upma bahut chii hai.,3,bad,hindi
dosa tumba sakath.,5,good,kannada
the bhojanam tasted nasty.,1,bad,english
paratha tumba ruchi agide.,4,good,kannada
i had a unpleasant idli.,3,bad,english
breakfast chii hai.,1,bad,hindi
aaj curry maada si.,1,bad,punjabi
biryani ganda hai.,1,bad,punjabi
oota full sari illa.,2,bad,kannada
butter chicken kha ke khatam feel hoya.,1,bad,punjabi
