review,rating,sentiment,language
dal fry try karo kamaal,5,good,punjabi
omelette hits different bussin,5,good,english
bhai dal fry full mast hai,5,good,punjabi
tried dal fry regret not it,1,bad,english
scrambled egg is straight zero stars,1,bad,english
ninna gulab jamun tinte tasty ga undi anipinchindi,4,good,telugu
mess ch bhel puri zabardast si si,5,good,punjabi
mess alli pizza super aithu,5,good,kannada
bro boiled egg full enjoy,5,good,telugu
pulao try chesthe baga tasty,5,good,telugu
mess ka toor dal paisa barbaad,2,bad,hindi
seriously pakoda eat cheyaleka,2,bad,telugu
mess pulao lowkey zero stars,2,bad,english
nah manchurian is zero stars,1,bad,english
manchurian kemp agide guru,2,bad,kannada
yaar kesari ekdum daab aa gayi si,4,good,punjabi
rasgulla khake perfect tha feel aaya,5,good,hindi
kesari tinda mele kemp agide,1,bad,kannada
jalebi tinda mele bekagilla,1,bad,kannada
tried toast regret not it,2,bad,english
kachori tini tarvata pani pattadu,2,bad,telugu
seriously bro manchurian disgusting aithu,1,bad,kannada
bhai sach mein sheera bilkul ghatiya,1,bad,hindi
bhajji mat khao bohot kharab hai,1,bad,hindi
dhokla iz straight trash,1,bad,english
mess poori pani pattadu,2,bad,telugu
mess alli poori perfect,5,good,kannada
aloo paratha skip karo regret ho reha hai,2,bad,punjabi
mess ch gobi paratha ekdum perfect si,5,good,punjabi
seriously burger disgusting,2,bad,telugu
mess burger lowkey trash,2,bad,english
seriously pulao disgusting,1,bad,telugu
mess da cutlet zahar,2,bad,punjabi
pulao khake faltu feel,1,bad,punjabi
mess soup full waste piece,1,bad,kannada
bajji tini tarvata feel perfect ga undi,4,good,telugu
tried coffee and it was no cap good,5,good,english
bh moong dal daab aa gayi h,4,good,punjabi
omelette try karo zabardast si,5,good,punjabi
bhai seriously bajji zahar,2,bad,punjabi
mess da toast mood kharab ho gayi,2,bad,punjabi
moong dal try karo kamaal,4,good,punjabi
samosa khake paisa barbaad feel,2,bad,hindi
soup tini tarvata pani pattadu,1,bad,telugu
boiled egg skip karo faltu h,1,bad,punjabi
kesari taste illa bruh guru,2,bad,kannada
bhajji try chesthe superb ga undi,4,good,telugu
dhokla try madi super aithu,4,good,kannada
puttu skip maadi bekagilla,2,bad,kannada
mess mein burger bahut tasty tha,5,good,hindi
bhai sach mein omelette bewakoof banaya,1,bad,hindi
rasgulla tinda mele mood spoil,2,bad,kannada
seriously bro gobi paratha disgusting aithu,1,bad,kannada
kachori khake bahut tasty feel aaya,5,good,hindi
rasgulla bekagilla guru,1,bad,kannada
bhai bajji ekdum zabardast,5,good,hindi
soup khali waste undi bruh,2,bad,telugu
gobi paratha tini tarvata mood off,2,bad,telugu
tried toast and it was top tier,4,good,english
seriously bro coffee mood spoil,2,bad,kannada
yo momos was straight up slaps,4,good,english
mess ch bonda solid taste si,5,good,punjabi
bhai vada pav ekdum perfect hai,4,good,punjabi
yo halwa was straight up lit,5,good,english
yaar sheera ekdum kamaal si,4,good,punjabi
bh sach mein medu vada khana hi nahi,1,bad,hindi
pasta skip maadi mood spoil,2,bad,kannada
kesari khake regret ho reha feel,2,bad,punjabi
mess da poori faltu,2,bad,punjabi
mess lo lassi baga tasty undi,5,good,telugu
toast skip karo na khao hai,1,bad,punjabi
jalebi tinda mele kemp agide,2,bad,kannada
poori mat khao bohot kharab hai,2,bad,hindi
manchurian khake khana hi nahi feel,1,bad,hindi
bhai seriously rasgulla mood kharab ho gayi,3,bad,punjabi
momos tini tarvata khali waste,1,bad,telugu
tried pongal and it was no cap good,4,good,english
puttu try chesthe full enjoy,4,good,telugu
mess alli boiled egg perfect,5,good,kannada
bh seriously appam regret ho reha,2,bad,punjabi
pakoda khake ekdum zabardast feel aaya,5,good,hindi
bhai sach mein pasta regret,3,bad,hindi
pav bhaji tini tarvata pani pattadu,1,bad,telugu
pongal iz straight trash,2,bad,english
pulao try madi nalla aithu,5,good,kannada
lassi skip karo ghatiya si hai,2,bad,punjabi
tried bajji regret straight garbage,1,bad,english
scrambled egg faltu hai yaar,1,bad,punjabi
tried chai and it was top tier,4,good,english
ninna jalebi tinte manchi anipinchindi,5,good,telugu
ninna sheera tinte full enjoy anipinchindi,5,good,telugu
nah pulao iz zero stars,2,bad,english
burger skip maadi kemp agide,1,bad,kannada
sheera tinda mele super aithu feel aaithu,5,good,kannada
bro bonda was l food,2,bad,english
sandwich khake solid taste feel hoya,5,good,punjabi
dhokla pani pattadu undi bro,1,bad,telugu
mess ka aloo paratha bewakoof banaya,3,bad,hindi
bro moong dal super aithu aithu,4,good,kannada
bro puttu was straight garbage,2,bad,english
yaar boiled egg to ekdum lajawab,4,good,hindi
omelette skip maadi bekagilla,2,bad,kannada
ninna burger tinte manchi anipinchindi,4,good,telugu
yo soup was straight up bussin,5,good,english
lassi try chesthe manchi,4,good,telugu
poori hits different bussin,5,good,english
pongal skip maadi kemp agide,1,bad,kannada
nah halwa is ruined my day,1,bad,english
mess chai full ella illa,2,bad,kannada
burger mat khao bilkul ghatiya hai,1,bad,hindi
fried rice khake kamaal ka feel aaya,5,good,hindi
puttu try cheyakandi pani pattadu,1,bad,telugu
gobi paratha tinda mele bekagilla,2,bad,kannada
toor dal try chesthe baga tasty,5,good,telugu
ninna burger tinte manchi anipinchindi,5,good,telugu
gobi paratha try karo full mast hai,5,good,hindi
mess da coffee ghatiya si,1,bad,punjabi
kesari try madi tasty bandu,4,good,kannada
rasgulla bilkul ghatiya hai bhai,1,bad,hindi
yo kachori was straight up legendary,5,good,english
mess ka chai paisa barbaad,2,bad,hindi
bhajji try chesthe tasty ga undi,5,good,telugu
bro moong dal was ruined my day,1,bad,english
mess ka dal fry paisa barbaad,2,bad,hindi
bh seriously bonda regret ho reha,1,bad,punjabi
bhai seriously sandwich ghatiya si,1,bad,punjabi
coffee try karo full mast h,4,good,hindi
bajji tini tarvata feel superb ga undi,5,good,telugu
seriously aloo paratha disgusting,1,bad,telugu
bhel puri skip karo na khao hai,1,bad,punjabi
bhai seriously omelette taste zero,3,bad,punjabi
bro kachori was disgusting af,3,bad,english
kachori waste piece guru,1,bad,kannada
toor dal skip karo mood kharab ho gayi hai,1,bad,punjabi
tried pasta and it was bussin,5,good,english
seriously cutlet eat cheyaleka,1,bad,telugu
tried tadka dal and it was absolutely fire,5,good,english
bro rasgulla yummy aithu,5,good,kannada
sheera skip maadi waste piece,2,bad,kannada
bhai puttu full mast,5,good,hindi
pav bhaji try chesthe full enjoy,5,good,telugu
bro gobi paratha superb ga undi,5,good,telugu
nah moong dal is disgusting af,2,bad,english
chai baledu bro undi bro,1,bad,telugu
yaar bajji to ekdum lajawab,5,good,hindi
mess ch maggi lajawab si si,4,good,punjabi
bro bhajji tasty bandu aithu,4,good,kannada
masoor dal hits different legendary,5,good,english
nah poori is ruined my day,1,bad,english
mess coffee is top tier,5,good,english
seriously bro kachori bekagilla,1,bad,kannada
mess ch jalebi zabardast si si,5,good,punjabi
mess dhokla baledu bro,2,bad,telugu
mess ch lassi lajawab si si,5,good,punjabi
toast skip maadi kemp agide,2,bad,kannada
burger skip karo zahar hai,1,bad,punjabi
mess boiled egg lowkey L food,1,bad,english
gulab jamun skip karo ghatiya si hai,1,bad,punjabi
mess burger khali waste,1,bad,telugu
nah rasgulla is L food,2,bad,english
mess da aloo paratha na khao,1,bad,punjabi
mess mein poori lajawab tha,5,good,hindi
full momos nalla aithu bro,5,good,kannada
mess coffee lowkey disgusting af,1,bad,english
bro toor dal was straight garbage,3,bad,english
yaar tadka dal ekdum zabardast si si,5,good,punjabi
full boiled egg yummy bro,5,good,kannada
seriously toast pani pattadu,2,bad,telugu
tried scrambled egg regret straight garbage,2,bad,english
pizza bekagilla guru,1,bad,kannada
mess alli bajji super aithu,4,good,kannada
yo momos was straight up no cap good,5,good,english
bro the toor dal was top tier,5,good,english
bro coffee perfect aithu,5,good,kannada
lassi skip karo zahar hai,1,bad,punjabi
mess mein moong dal ekdum zabardast tha,4,good,hindi
mess alli pasta full sakkath,4,good,kannada
mess kesari lowkey mid,3,bad,english
mess lo cutlet manchi undi,5,good,telugu
sandwich try cheyakandi taste leka,1,bad,telugu
yo noodles was straight up absolutely fire,4,good,english
mess alli gulab jamun maja bandide,5,good,kannada
seriously medu vada dizgusting,1,bad,telugu
yo pongal was straight up absolutely fire,4,good,english
tried pav bhaji regret zero stars,2,bad,english
gobi paratha mat khao khana hi nahi hai,1,bad,hindi
full rasgulla nalla aithu bro,4,good,kannada
sandwich ghatiya si h yaar,1,bad,punjabi
burger try madi full sakkath,4,good,kannada
tried puttu regret trash,1,bad,english
seriously bro halwa kemp agide,2,bad,kannada
gulab jamun khali waste undi bro,2,bad,telugu
lassi tini tarvata eat cheyaleka,1,bad,telugu
mess puttu lowkey l food,2,bad,english
bro coffee superb ga undi,5,good,telugu
yaar medu vada to ekdum kamaal ka,4,good,hindi
bro pav bhaji tasty bandu aithu,5,good,kannada
mess da bajji ghatiya si,2,bad,punjabi
yaar sheera ekdum solid taste si,5,good,punjabi
mess momos lowkey ruined my day,3,bad,english
poori pani pattadu undi bro,2,bad,telugu
bro fried rice full sakkath aithu,4,good,kannada
mess alli maggi maja bandide,5,good,kannada
scrambled egg try cheyakandi baledu bro,1,bad,telugu
mess ka chai bewakoof banaya,1,bad,hindi
halwa bilkul ghatiya hai bhai,1,bad,hindi
maggi is straight mid,1,bad,english
bruh fried rice super aithu aithu,4,good,kannada
yo halwa was straight up absolutely fire,5,good,english
mess alli noodles super aithu,4,good,kannada
kachori khake lajawab feel aaya,4,good,hindi
mess pakoda full bekagilla,2,bad,kannada
boiled egg khake bilkul ghatiya feel,1,bad,hindi
bh sach mein burger bohot kharab,1,bad,hindi
yo gulab jamun was straight up absolutely fire,5,good,english
bhajji khake ekdum zabardast feel aaya,5,good,hindi
bro bajji superb ga undi,5,good,telugu
mess lo pav bhaji superb ga undi undi,4,good,telugu
bhai sach mein maggi regret,3,bad,hindi
medu vada khake daab aa gayi feel hoya,4,good,punjabi
yaar gobi paratha ekdum full mast si,5,good,punjabi
bro chai baga tasty,5,good,telugu
mess ka sheera paiza barbaad,1,bad,hindi
chai skip maadi taste illa bro,1,bad,kannada
gobi paratha khake ghatiya si feel,2,bad,punjabi
mess chana dal full bekagilla,1,bad,kannada
mess manchurian is lit,4,good,english
bhajji mat khao bohot kharab hai,1,bad,hindi
mess ka bhel puri paisa barbaad,1,bad,hindi
mess ka kachori khana hi nahi,1,bad,hindi
seriously pongal pani pattadu,3,bad,telugu
mess aloo paratha taste leka,3,bad,telugu
yaar soup ekdum full mast si,5,good,punjabi
rasgulla try cheyakandi mood off,1,bad,telugu
jalebi mood kharab ho gayi hai yaar,1,bad,punjabi
mess pav bhaji lowkey trash,1,bad,english
bro dhokla tasty bandu aithu,5,good,kannada
bro the gulab jamun was lit,5,good,english
mess mein samosa full mast tha,4,good,hindi
seriously tadka dal eat cheyaleka,1,bad,telugu
bro uppit was not it,1,bad,english
bhai coffee bahut tasty,4,good,hindi
bro scrambled egg nalla aithu aithu,4,good,kannada
dal fry baledu bro undi bro,1,bad,telugu
full puttu maja bandide bro,4,good,kannada
yaar toor dal ekdum solid taste si,5,good,punjabi
bhai bhajji kamaal ka,5,good,hindi
bro lassi manchi,4,good,telugu
mess pav bhaji is crazy good,5,good,english
toast khake daab aa gayi feel hoya,5,good,punjabi
mess da bajji zahar,2,bad,punjabi
bhai sach mein pulao khana hi nahi,2,bad,hindi
tadka dal is straight mid,3,bad,english
pasta tinda mele nalla aithu feel aaithu,4,good,kannada
mess ch maggi lajawab si si,5,good,punjabi
lassi khake zabardast si feel hoya,5,good,punjabi
sandwich tinda mele yummy feel aaithu,5,good,kannada
kachori tini tarvata feel manchi,4,good,telugu
yaar coffee ekdum full mast si,4,good,punjabi
toor dal tinda mele full sakkath feel aaithu,4,good,kannada
yo samosa was straight up legendary,5,good,english
pav bhaji try chesthe mast undi,5,good,telugu
manchurian khana hi nahi hai bhai,1,bad,hindi
poori tinda mele disgusting aithu,2,bad,kannada
mess da gobi paratha ghatiya si,2,bad,punjabi
vada pav khake bohot kharab feel,2,bad,hindi
boiled egg na khao hai yaar,1,bad,punjabi
bhai kesari full mast hai,4,good,punjabi
mess da kachori taste zero,1,bad,punjabi
yaar samosa to ekdum ekdum zabardast,4,good,hindi
gobi paratha khake perfect tha feel aaya,5,good,hindi
bhai sheera lajawab si hai,4,good,punjabi
bhai sach mein sandwich bewakoof banaya,1,bad,hindi
appam skip maadi kemp agide,2,bad,kannada
poori khali waste undi bro,1,bad,telugu
tadka dal khake solid taste feel hoya,5,good,punjabi
yaar uppit to ekdum ekdum zabardast,5,good,hindi
samosa tini tarvata pani pattadu,1,bad,telugu
tried poori regret disgusting af,2,bad,english
pasta khake faltu feel,1,bad,punjabi
mess gulab jamun lowkey L food,1,bad,english
yaar bhel puri ekdum solid taste si,5,good,punjabi
bro the dal fry was no cap good,5,good,english
uppit khake bahut tasty feel aaya,5,good,hindi
yaar gobi paratha to ekdum kamaal ka,5,good,hindi
mess alli bonda full sakkath,5,good,kannada
bhajji try karo maja aa gaya full hai,4,good,hindi
bro toast full enjoy,5,good,telugu
mess soup taste leka,2,bad,telugu
yaar fried rice to ekdum maja aa gaya full,4,good,hindi
masoor dal disgusting undi bro,1,bad,telugu
seriously moong dal khali waste,1,bad,telugu
mess chana dal full waste piece,1,bad,kannada
momos hits different fire,5,good,english
poori khake bewakoof banaya feel,2,bad,hindi
mess alli samosa perfect,5,good,kannada
tried maggi regret straight garbage,1,bad,english
sandwich khake regret feel,1,bad,hindi
yaar vada pav to ekdum lajawab,5,good,hindi
noodles disgusting aithu guru,3,bad,kannada
bhai masoor dal ekdum zabardast,5,good,hindi
mess maggi is legendary,5,good,english
pav bhaji try karo full mast,5,good,punjabi
rasgulla try chesthe superb ga undi,4,good,telugu
kachori skip karo faltu hai,3,bad,punjabi
mess da cutlet zahar,2,bad,punjabi
dhokla try karo solid taste,5,good,punjabi
bro bhajji was trash,1,bad,english
manchurian skip maadi taste illa bro,2,bad,kannada
scrambled egg taste leka undi bruh,1,bad,telugu
tadka dal try madi yummy,4,good,kannada
gulab jamun try karo kamaal ka hai,5,good,hindi
bro puttu was disgusting af,2,bad,english
kachori khake full mast feel aaya,5,good,hindi
mess kachori lowkey straight garbage,1,bad,english
bh seriously fried rice regret ho reha,1,bad,punjabi
noodles is straight disgusting af,1,bad,english
bhai vada pav ekdum perfect hai,5,good,punjabi
tried bhajji regret L food,3,bad,english
scrambled egg try chesda perfect ga undi,4,good,telugu
mess toast baledu bro,2,bad,telugu
full maggi yummy bro,5,good,kannada
bhai sach mein lassi ulti aa gayi,2,bad,hindi
yaar dhokla to ekdum ekdum zabardast,5,good,hindi
ch ghatiya si h yaar,2,bad,punjabi
pongal tinda mele yummy feel aaithu,4,good,kannada
mess alli bhajji maja bandide,4,good,kannada
yo pulao was straight up slaps,4,good,english
pongal tini tarvata feel manchi,5,good,telugu
aloo paratha skip maadi taste illa bro,2,bad,kannada
aloo paratha khake full mast feel aaya,4,good,hindi
kachori try chesthe perfect ga undi,5,good,telugu
noodles try cheyakandi disgusting,2,bad,telugu
mess ka rasgulla khana hi nahi,1,bad,hindi
mess da lassi taste zero,1,bad,punjabi
bro jalebi super aithu aithu,4,good,kannada
bhai seriously soup mood kharab ho gayi,1,bad,punjabi
rasgulla try cheyakandi disgusting,1,bad,telugu
gulab jamun khake ulti aa gayi feel,2,bad,hindi
bro the pizza was bussin,5,good,english
appam tini tarvata eat cheyaleka,1,bad,telugu
bonda khake khana hi nahi feel,2,bad,hindi
dhokla khake ulti aa gayi feel,2,bad,hindi
tried pizza regret trash,1,bad,english
mess lo bonda superb ga undi undi,4,good,telugu
noodles try karo ekdum perfect,4,good,punjabi
pulao khake ekdum zabardast feel aaya,5,good,hindi
yaar kesari ekdum kamaal si,4,good,punjabi
mess lo dhokla manchi undi,4,good,telugu
uppit skip karo zahar hai,1,bad,punjabi
medu vada zahar hai yaar,2,bad,punjabi
tried burger and it was fire,5,good,english
bajji try chesthe perfect ga undi,5,good,telugu
full omelette super aithu bro,5,good,kannada
toor dal taste zero hai yaar,1,bad,punjabi
bhai sach mein dal fry regret,1,bad,hindi
chai bewakoof banaya hai bhai,1,bad,hindi
bhai sach mein pizza bilkul ghatiya,2,bad,hindi
pasta tinda mele mood spoil,1,bad,kannada
mess alli momos super aithu,5,good,kannada
medu vada skip karo taste zero hai,1,bad,punjabi
bhel puri skip karo ghatiya si hai,2,bad,punjabi
mess appam mood off,2,bad,telugu
mess dhokla is fire,5,good,english
mess lo samosa mast undi undi,4,good,telugu
mess mein coffee bahut tasty tha,5,good,hindi
bro jalebi was zero stars,2,bad,english
bonda skip maadi waste piece,1,bad,kannada
full chana dal super aithu bro,5,good,kannada
mess chai full ella illa,1,bad,kannada
mess ch cutlet full mast si,5,good,punjabi
nah jalebi is not it,1,bad,english
rasgulla mood off undi bro,2,bad,telugu
mess samosa eat cheyaleka,1,bad,telugu
full puttu super aithu bro,4,good,kannada
seriously bro pongal waste piece,1,bad,kannada
bhai pasta ekdum zabardast,4,good,hindi
bhai gulab jamun ekdum perfect hai,5,good,punjabi
yaar boiled egg to ekdum maja aa gaya full,5,good,hindi
gobi paratha skip karo na khao hai,1,bad,punjabi
bro bajji superb ga undi,5,good,telugu
omelette try madi tasty bandu,5,good,kannada
bhai medu vada ekdum perfect hai,4,good,punjabi
chana dal khake paiza barbaad feel,1,bad,hindi
halwa tinda mele super aithu feel aaithu,4,good,kannada
seriously bro gobi paratha mood spoil,2,bad,kannada
seriously samosa baledu bro,1,bad,telugu
mess mein aloo paratha ekdum zabardast tha,5,good,hindi
mess ch noodles lajawab si si,5,good,punjabi
rasgulla bewakoof banaya hai bhai,1,bad,hindi
seriously bro maggi kemp agide,2,bad,kannada
gobi paratha try karo daab aa gayi,5,good,punjabi
dal fry skip maadi ella illa,1,bad,kannada
seriously bro lassi disgusting aithu,1,bad,kannada
seriously bro kachori taste illa bro,1,bad,kannada
toor dal khake zabardast si feel hoya,4,good,punjabi
bro toast was l food,1,bad,english
ninna lassi tinte superb ga undi anipinchindi,5,good,telugu
bonda try madi perfect,4,good,kannada
mess ka chai ulti aa gayi,1,bad,hindi
mess fried rice full kemp agide,1,bad,kannada
yaar bhajji ekdum lajawab si si,5,good,punjabi
mess alli medu vada full sakkath,4,good,kannada
omelette skip karo zahar hai,1,bad,punjabi
momos bohot kharab hai bhai,1,bad,hindi
yo bhel puri was straight up lit,5,good,english
yo coffee was straight up crazy good,4,good,english
appam try madi nalla aithu,5,good,kannada
ninna kachori tinte perfect ga undi anipinchindi,5,good,telugu
tried rasgulla and it was fire,4,good,english
mess ka scrambled egg ulti aa gayi,1,bad,hindi
bajji tini tarvata feel baga tasty,4,good,telugu
yo dhokla was straight up slaps,5,good,english
bro maggi perfect ga undi,5,good,telugu
tried pongal and it was lit,4,good,english
mess ch fried rice daab aa gayi si,5,good,punjabi
bhai kesari kamaal hai,4,good,punjabi
chai khake full mast feel hoya,5,good,punjabi
mess ch toast ekdum perfect si,4,good,punjabi
toor dal tinda mele super aithu feel aaithu,5,good,kannada
seriously dal fry khali waste,1,bad,telugu
mess ka samosa regret,1,bad,hindi
bro sandwich was ruined my day,2,bad,english
seriously sheera eat cheyaleka,1,bad,telugu
tried tadka dal and it was lit,5,good,english
pulao try madi yummy,5,good,kannada
momos tini tarvata eat cheyaleka,1,bad,telugu
mess alli omelette full sakkath,4,good,kannada
mess lo pav bhaji manchi undi,5,good,telugu
gobi paratha tini tarvata mood off,1,bad,telugu
mess pav bhaji full kemp agide,2,bad,kannada
dhokla try chesthe tasty ga undi,5,good,telugu
seriously pakoda taste leka,2,bad,telugu
pongal skip karo regret ho reha hai,1,bad,punjabi
pulao paisa barbaad hai bhai,2,bad,hindi
boiled egg khake taste zero feel,1,bad,punjabi
samosa try karo kamaal ka hai,5,good,hindi
bro bonda nalla aithu aithu,4,good,kannada
nah tadka dal is ruined my day,1,bad,english
yo pasta was straight up legendary,4,good,english
mess alli cutlet tasty bandu,5,good,kannada
mess burger lowkey ruined my day,2,bad,english
ninna kachori tinte manchi anipinchindi,5,good,telugu
maggi skip karo ghatiya si hai,1,bad,punjabi
rasgulla try karo kamaal ka hai,5,good,hindi
sheera paisa barbaad hai bhai,1,bad,hindi
mess manchurian full taste illa bro,2,bad,kannada
masoor dal is straight trash,1,bad,english
vada pav try karo zabardast si,5,good,punjabi
bonda mat khao paisa barbaad hai,1,bad,hindi
samosa try cheyakandi taste leka,1,bad,telugu
yo lassi was straight up top tier,5,good,english
fried rice mat khao ulti aa gayi hai,1,bad,hindi
bro dhokla super aithu aithu,5,good,kannada
bro gulab jamun super aithu aithu,5,good,kannada
tried lassi regret zero stars,2,bad,english
bhai sach mein soup bilkul ghatiya,1,bad,hindi
toor dal zahar hai yaar,1,bad,punjabi
tadka dal tinda mele maja bandide feel aaithu,5,good,kannada
bro soup was disgusting af,1,bad,english
bajji try karo perfect tha h,5,good,hindi
full rasgulla full sakkath bro,4,good,kannada
mess pav bhaji full bekagilla,2,bad,kannada
samosa try madi yummy,4,good,kannada
bhai sach mein boiled egg bohot kharab,2,bad,hindi
seriously vada pav pani pattadu,1,bad,telugu
bh cutlet kamaal ka,5,good,hindi
nah dal fry is trash,2,bad,english
fried rice try madi yummy,5,good,kannada
scrambled egg try madi super aithu,5,good,kannada
mess lo jalebi mast undi undi,5,good,telugu
medu vada tinda mele tasty bandu feel aaithu,4,good,kannada
pizza try madi perfect,4,good,kannada
samosa khake lajawab si feel hoya,4,good,punjabi
boiled egg try karo bahut tasty hai,4,good,hindi
mess toor dal khali waste,1,bad,telugu
bhai sach mein uppit bewakoof banaya,2,bad,hindi
nah rasgulla is trash,1,bad,english
uppit tini tarvata mood off,1,bad,telugu
pasta try karo zabardast si,5,good,punjabi
uppit hits different top tier,5,good,english
mess pasta lowkey trash,3,bad,english
bruh soup perfect ga undi,4,good,telugu
bruh chana dal was straight garbage,1,bad,english
mess chana dal full disgusting aithu,1,bad,kannada
mess mein vada pav bahut tasty tha,5,good,hindi
uppit tini tarvata feel mast undi,5,good,telugu
seriously bro scrambled egg disgusting aithu,1,bad,kannada
mess mein moong dal bahut tasty tha,5,good,hindi
dhokla hits different lit,5,good,english
kachori try madi perfect,5,good,kannada
mess da gulab jamun zahar,1,bad,punjabi
pav bhaji khake full mast feel aaya,4,good,hindi
soup is straight mid,1,bad,english
samosa try karo maja aa gaya full hai,4,good,hindi
bhajji iz straight ruined my day,2,bad,english
nah boiled egg is zero stars,1,bad,english
maggi try karo zabardast si,5,good,punjabi
toor dal tinda mele disgusting aithu,1,bad,kannada
chai try cheyakandi baledu bro,2,bad,telugu
bhai seriously pav bhaji faltu,2,bad,punjabi
gulab jamun mat khao regret hai,1,bad,hindi
mess ch samosa full mast si,4,good,punjabi
bhai kesari lajawab si hai,4,good,punjabi
bh momos full mast h,4,good,punjabi
bhai sach mein toast paisa barbaad,1,bad,hindi
yaar samosa ekdum solid taste si,4,good,punjabi
nah tadka dal is disgusting af,2,bad,english
manchurian paiza barbaad h bh,2,bad,hindi
tried masoor dal and it was crazy good,5,good,english
kesari paisa barbaad hai bhai,2,bad,hindi
full pakoda maja bandide bro,5,good,kannada
bajji hits different top tier,5,good,english
bhai pakoda solid taste hai,5,good,punjabi
yaar momos to ekdum full mast,5,good,hindi
seriously bro soup waste piece,1,bad,kannada
mess aloo paratha baledu bro,2,bad,telugu
tried aloo paratha regret ruined my day,2,bad,english
uppit tinda mele disgusting aithu,1,bad,kannada
bro the bhel puri was slaps,5,good,english
bro toast nalla aithu aithu,5,good,kannada
puttu tinda mele tasty bandu feel aaithu,4,good,kannada
sandwich is straight not it,1,bad,english
yaar coffee ekdum ekdum perfect si,5,good,punjabi
mess halwa lowkey dizgusting af,1,bad,english
mess sandwich full disgusting aithu,2,bad,kannada
omelette try karo lajawab hai,4,good,hindi
pav bhaji mat khao khana hi nahi hai,1,bad,hindi
mess ch dal fry solid taste si,4,good,punjabi
full pakoda super aithu bro,5,good,kannada
yaar cutlet ekdum lajawab si si,4,good,punjabi
mess ch soup solid taste si,5,good,punjabi
mess ch chai ekdum perfect si,4,good,punjabi
uppit try karo ekdum perfect,5,good,punjabi
masoor dal try chesthe baga tasty,4,good,telugu
gulab jamun skip maadi disgusting aithu,3,bad,kannada
yaar sheera ekdum kamaal si,5,good,punjabi
toor dal try madi super aithu,5,good,kannada
mess halwa eat cheyaleka,1,bad,telugu
uppit bilkul ghatiya hai bhai,3,bad,hindi
mess mein momos lajawab tha,5,good,hindi
mess vada pav lowkey straight garbage,3,bad,english
burger khake kamaal ka feel aaya,5,good,hindi
bhai pulao ekdum perfect hai,5,good,punjabi
yo manchurian was straight up lit,4,good,english
pizza skip maadi taste illa bro,3,bad,kannada
noodles tini tarvata khali waste,2,bad,telugu
coffee tinda mele nalla aithu feel aaithu,4,good,kannada
mess pakoda baledu bro,1,bad,telugu
jalebi disgusting undi bro,1,bad,telugu
mess da moong dal taste zero,3,bad,punjabi
mess pasta lowkey disgusting af,2,bad,english
bhai seriously kachori mood kharab ho gayi,1,bad,punjabi
seriously bro appam bekagilla,2,bad,kannada
mess maggi taste leka,1,bad,telugu
gobi paratha try chesda baga tasty,5,good,telugu
lassi skip karo regret ho reha hai,1,bad,punjabi
bhai sach mein gobi paratha regret,1,bad,hindi
maggi is straight disgusting af,1,bad,english
bhai seriously bajji mood kharab ho gayi,2,bad,punjabi
bro masoor dal was mid,1,bad,english
cutlet hits different top tier,5,good,english
nah gobi paratha is ruined my day,1,bad,english
pakoda try madi perfect,4,good,kannada
mess masoor dal mood off,2,bad,telugu
yaar pasta to ekdum ekdum zabardast,4,good,hindi
bro uppit full sakkath aithu,4,good,kannada
mess da omelette mood kharab ho gayi,1,bad,punjabi
pongal tini tarvata feel baga tasty,4,good,telugu
toast skip karo mood kharab ho gayi hai,2,bad,punjabi
bro omelette was ruined my day,2,bad,english
omelette khake lajawab si feel hoya,5,good,punjabi
appam paisa barbaad hai bhai,1,bad,hindi
mess boiled egg iz crazy good,5,good,english
sandwich khake bilkul ghatiya feel,2,bad,hindi
gobi paratha try cheyakandi eat cheyaleka,2,bad,telugu
toor dal tinda mele maja bandide feel aaithu,5,good,kannada
chai try karo ekdum perfect,5,good,punjabi
tried scrambled egg and it was crazy good,4,good,english
mess toast full disgusting aithu,1,bad,kannada
noodles hits different top tier,5,good,english
mess mein masoor dal lajawab tha,4,good,hindi
bhai seriously cutlet mood kharab ho gayi,1,bad,punjabi
bonda dizgusting aithu guru,1,bad,kannada
bruh gobi paratha baga tasty,5,good,telugu
bro appam was mid,1,bad,english
ninna cutlet tinte superb ga undi anipinchindi,5,good,telugu
toor dal hits different slaps,5,good,english
tadka dal tini tarvata feel manchi,5,good,telugu
yaar coffee to ekdum maja aa gaya full,5,good,hindi
fried rice tinda mele ella illa,2,bad,kannada
bro puttu tasty ga undi,5,good,telugu
bhai fried rice solid taste hai,4,good,punjabi
mess ka omelette regret,1,bad,hindi
appam mood kharab ho gayi hai yaar,1,bad,punjabi
bro pakoda perfect aithu,5,good,kannada
bro the cutlet was fire,5,good,english
bro scrambled egg manchi,4,good,telugu
mess lo chana dal tasty ga undi undi,5,good,telugu
bhai seriously poori mood kharab ho gayi,1,bad,punjabi
jalebi try cheyakandi eat cheyaleka,1,bad,telugu
mess tadka dal is lit,5,good,english
gobi paratha hits different no cap good,4,good,english
fried rice mood kharab ho gayi hai yaar,2,bad,punjabi
halwa ulti aa gayi hai bhai,2,bad,hindi
sandwich khake zahar feel,1,bad,punjabi
full gulab jamun tasty bandu bro,4,good,kannada
bhel puri hits different slaps,5,good,english
bro dal fry maja bandide aithu,5,good,kannada
boiled egg mat khao bohot kharab hai,3,bad,hindi
