review,rating,sentiment,language
mess ch manchurian ekdum perfect si,5,good,punjabi
pulao khake ulti aa gayi feel,2,bad,hindi
bhai dal fry solid taste hai,4,good,punjabi
mess bonda taste leka,2,bad,telugu
sheera hits different crazy good,5,good,english
mess ka appam bewakoof banaya,3,bad,hindi
maggi is straight straight garbage,2,bad,english
yaar dhokla ekdum lajawab si si,4,good,punjabi
maggi try chesthe manchi,4,good,telugu
mess toast dizgusting,1,bad,telugu
dhokla khake bohot kharab feel,3,bad,hindi
bro the pongal was crazy good,5,good,english
bro vada pav was zero stars,2,bad,english
bonda bekagilla guru,1,bad,kannada
bro maggi super aithu aithu,5,good,kannada
mess ka sheera khana hi nahi,1,bad,hindi
yaar appam to ekdum perfect tha,5,good,hindi
mess omelette is crazy good,5,good,english
bro the rasgulla was lit,4,good,english
seriously bro maggi mood spoil,1,bad,kannada
chana dal hits different top tier,4,good,english
masoor dal na khao hai yaar,3,bad,punjabi
masoor dal skip karo taste zero hai,1,bad,punjabi
toast skip maadi ella illa,1,bad,kannada
samosa bekagilla guru,3,bad,kannada
mess vada pav disgusting,1,bad,telugu
vada pav tinda mele nalla aithu feel aaithu,5,good,kannada
puttu tini tarvata baledu bro,2,bad,telugu
fried rice mood spoil guru,2,bad,kannada
mess alli samosa full sakkath,5,good,kannada
tried bhajji regret mid,1,bad,english
full maggi tasty bandu bro,4,good,kannada
mess ka tadka dal ulti aa gayi,1,bad,hindi
seriously bro pasta bekagilla,3,bad,kannada
full manchurian full sakkath bro,5,good,kannada
toast try chesthe mast undi,5,good,telugu
aloo paratha khake kamaal ka feel aaya,4,good,hindi
yaar cutlet ekdum daab aa gayi si,5,good,punjabi
mess masoor dal lowkey trash,1,bad,english
yaar sandwich to ekdum full mast,4,good,hindi
soup khake ulti aa gayi feel,2,bad,hindi
manchurian khake bohot kharab feel,2,bad,hindi
tried samosa regret ruined my day,2,bad,english
bonda tini tarvata taste leka,1,bad,telugu
mess alli burger maja bandide,4,good,kannada
yo gulab jamun was straight up bussin,4,good,english
bhai seriously boiled egg ghatiya si,2,bad,punjabi
halwa regret ho reha hai yaar,1,bad,punjabi
bro bonda maja bandide aithu,4,good,kannada
chana dal try chesthe full enjoy,4,good,telugu
bajji mood kharab ho gayi h yaar,3,bad,punjabi
kachori try madi full sakkath,5,good,kannada
yaar gulab jamun to ekdum full mast,5,good,hindi
mess da manchurian faltu,3,bad,punjabi
mess lo moong dal mast undi undi,5,good,telugu
halwa tini tarvata disgusting,1,bad,telugu
dhokla hits different lit,5,good,english
tried cutlet and it was crazy good,5,good,english
yaar pulao to ekdum kamaal ka,5,good,hindi
puttu try chesthe manchi,5,good,telugu
bhel puri skip karo mood kharab ho gayi hai,2,bad,punjabi
manchurian tini tarvata feel manchi,5,good,telugu
bhai dhokla kamaal ka,5,good,hindi
masoor dal khake ghatiya si feel,3,bad,punjabi
mess lo pav bhaji tasty ga undi undi,5,good,telugu
nah burger is l food,1,bad,english
appam khake full mast feel hoya,4,good,punjabi
yaar boiled egg to ekdum lajawab,4,good,hindi
bhai sach mein aloo paratha bilkul ghatiya,2,bad,hindi
bonda skip maadi mood spoil,2,bad,kannada
lassi try chesthe full enjoy,5,good,telugu
ninna bhajji tinte full enjoy anipinchindi,4,good,telugu
nah bhel puri is zero stars,1,bad,english
yo gobi paratha was straight up crazy good,5,good,english
yaar chana dal ekdum daab aa gayi si,5,good,punjabi
full pizza maja bandide bro,5,good,kannada
coffee try karo ekdum perfect,4,good,punjabi
mess ch jalebi daab aa gayi si,5,good,punjabi
mess da bajji regret ho reha,2,bad,punjabi
mess dhokla full disgusting aithu,1,bad,kannada
bro the chai was crazy good,4,good,english
mess aloo paratha pani pattadu,2,bad,telugu
cutlet try cheyakandi eat cheyaleka,1,bad,telugu
bro the bonda was slaps,4,good,english
tried chana dal regret L food,2,bad,english
yo chai was straight up crazy good,5,good,english
yo momos was straight up fire,5,good,english
bro the fried rice was crazy good,5,good,english
mess lo pasta tasty ga undi undi,5,good,telugu
noodles tinda mele disgusting aithu,1,bad,kannada
puttu mat khao regret hai,2,bad,hindi
seriously rasgulla baledu bro,3,bad,telugu
coffee paisa barbaad hai bhai,1,bad,hindi
bro the noodles was bussin,5,good,english
toor dal khali waste undi bro,1,bad,telugu
bajji is straight disgusting af,2,bad,english
lassi skip maadi disgusting aithu,2,bad,kannada
yaar gulab jamun ekdum solid taste si,5,good,punjabi
full toast yummy bro,4,good,kannada
bruh aloo paratha was not it,1,bad,english
toor dal tini tarvata feel mast undi,5,good,telugu
mess dal fry mood off,2,bad,telugu
appam try madi super aithu,4,good,kannada
lassi tini tarvata feel mast undi,4,good,telugu
pizza mat khao paisa barbaad hai,1,bad,hindi
kachori regret hai bhai,1,bad,hindi
kachori baledu bro undi bro,1,bad,telugu
bonda try cheyakandi khali waste,2,bad,telugu
bro the vada pav was top tier,4,good,english
gobi paratha try karo full mast,5,good,punjabi
mess alli medu vada nalla aithu,5,good,kannada
bro puttu perfect aithu,4,good,kannada
seriously tadka dal pani pattadu,3,bad,telugu
maggi skip maadi waste piece,1,bad,kannada
mess poori taste leka,3,bad,telugu
yo fried rice was straight up crazy good,5,good,english
bro bajji was trash,1,bad,english
vada pav khake perfect tha feel aaya,4,good,hindi
yaar chai to ekdum full mast,5,good,hindi
poori tinda mele ella illa,1,bad,kannada
uppit disgusting aithu guru,2,bad,kannada
medu vada try karo ekdum zabardast h,4,good,hindi
dal fry try cheyakandi baledu bruh,1,bad,telugu
bhai seriously pongal regret ho reha,1,bad,punjabi
bhai bhel puri ekdum zabardast,5,good,hindi
mess soup lowkey mid,1,bad,english
bhel puri try cheyakandi taste leka,2,bad,telugu
bhai seriously coffee taste zero,1,bad,punjabi
halwa hits different crazy good,4,good,english
full samosa maja bandide bro,4,good,kannada
bhai sach mein jalebi regret,3,bad,hindi
nah rasgulla is L food,1,bad,english
mess mein bhajji perfect tha tha,5,good,hindi
moong dal is straight trash,2,bad,english
toor dal skip karo na khao hai,2,bad,punjabi
bruh the kesari was top tier,4,good,english
mess mein rasgulla kamaal ka tha,4,good,hindi
bhai coffee ekdum perfect hai,5,good,punjabi
bro the chana dal was fire,5,good,english
yaar soup to ekdum bahut tasty,5,good,hindi
bhajji try chesthe perfect ga undi,5,good,telugu
ninna medu vada tinte full enjoy anipinchindi,4,good,telugu
lassi try chesthe full enjoy,4,good,telugu
mess mein rasgulla perfect tha tha,5,good,hindi
toast hits different no cap good,5,good,english
mess alli scrambled egg perfect,4,good,kannada
pakoda pani pattadu undi bro,1,bad,telugu
yaar dal fry ekdum daab aa gayi si,5,good,punjabi
mess mein bajji kamaal ka tha,5,good,hindi
lassi try karo kamaal ka hai,4,good,hindi
tried medu vada and it was slaps,5,good,english
lassi mat khao khana hi nahi hai,1,bad,hindi
coffee khake bewakoof banaya feel,2,bad,hindi
toast is straight mid,1,bad,english
bro aloo paratha was zero stars,1,bad,english
mess ka puttu bohot kharab,1,bad,hindi
mess da maggi regret ho reha,1,bad,punjabi
momos try chesthe baga tasty,4,good,telugu
dhokla khake mood kharab ho gayi feel,2,bad,punjabi
sheera skip maadi mood spoil,1,bad,kannada
mess maggi full mood spoil,2,bad,kannada
mess bonda lowkey mid,2,bad,english
bhai tadka dal daab aa gayi hai,5,good,punjabi
seriously bro vada pav waste piece,1,bad,kannada
medu vada try chesthe tasty ga undi,5,good,telugu
bhai omelette full mast,5,good,hindi
vada pav is straight ruined my day,1,bad,english
toor dal khake mood kharab ho gayi feel,2,bad,punjabi
halwa skip maadi disgusting aithu,1,bad,kannada
pakoda tini tarvata baledu bro,2,bad,telugu
mess poori full waste piece,1,bad,kannada
gobi paratha mat khao regret hai,1,bad,hindi
moong dal khake ekdum perfect feel hoya,5,good,punjabi
seriously bruh pasta kemp agide,1,bad,kannada
pongal tinda mele super aithu feel aaithu,5,good,kannada
mess pav bhaji taste leka,2,bad,telugu
sandwich khake bohot kharab feel,2,bad,hindi
yaar bhel puri ekdum solid taste si,4,good,punjabi
bhel puri khana hi nahi hai bhai,1,bad,hindi
omelette khake bilkul ghatiya feel,1,bad,hindi
bro poori perfect ga undi,5,good,telugu
bhai pizza perfect tha,5,good,hindi
bro chai perfect ga undi,5,good,telugu
pakoda tinda mele full sakkath feel aaithu,5,good,kannada
ninna scrambled egg tinte baga tasty anipinchindi,4,good,telugu
mess da dhokla regret ho reha,2,bad,punjabi
full coffee full sakkath bro,5,good,kannada
halwa try madi yummy,5,good,kannada
yaar aloo paratha ekdum solid taste si,5,good,punjabi
poori tinda mele taste illa bro,2,bad,kannada
chai skip maadi taste illa bro,2,bad,kannada
mess cutlet full ella illa,2,bad,kannada
gobi paratha mood off undi bro,1,bad,telugu
bro cutlet perfect ga undi,4,good,telugu
soup tini tarvata disgusting,2,bad,telugu
yaar vada pav to ekdum full mast,5,good,hindi
bonda hits different legendary,5,good,english
bhai appam solid taste hai,5,good,punjabi
mess ka sandwich paisa barbaad,1,bad,hindi
mess coffee mood off,1,bad,telugu
moong dal faltu hai yaar,2,bad,punjabi
mess chana dal lowkey zero stars,1,bad,english
full jalebi full sakkath bro,4,good,kannada
nah tadka dal is ruined my day,1,bad,english
aloo paratha try chesthe manchi,5,good,telugu
kachori mat khao paisa barbaad hai,1,bad,hindi
mess maggi eat cheyaleka,2,bad,telugu
full pulao yummy bruh,5,good,kannada
mess masoor dal lowkey ruined my day,1,bad,english
masoor dal tinda mele super aithu feel aaithu,5,good,kannada
gulab jamun try karo zabardast si,4,good,punjabi
yo bhel puri was straight up legendary,4,good,english
nah jalebi is mid,1,bad,english
pav bhaji is straight trash,1,bad,english
mess sandwich is fire,5,good,english
puttu khake taste zero feel,2,bad,punjabi
bajji taste illa bro guru,2,bad,kannada
mess da kachori regret ho reha,1,bad,punjabi
bro cutlet superb ga undi,5,good,telugu
mess lo gulab jamun manchi undi,5,good,telugu
mess mein lassi kamaal ka tha,5,good,hindi
bro medu vada maja bandide aithu,5,good,kannada
tadka dal hits different top tier,5,good,english
bro poori super aithu aithu,4,good,kannada
gobi paratha zahar h yaar,1,bad,punjabi
tried lassi regret trash,3,bad,english
kachori skip karo ghatiya si hai,1,bad,punjabi
omelette tinda mele maja bandide feel aaithu,5,good,kannada
mess gulab jamun eat cheyaleka,2,bad,telugu
mess chana dal full taste illa bro,1,bad,kannada
mess lo appam superb ga undi undi,4,good,telugu
bhai seriously cutlet faltu,1,bad,punjabi
momos try karo lajawab si,5,good,punjabi
mess mein scrambled egg ekdum zabardast tha,4,good,hindi
bhai masoor dal full mast hai,5,good,punjabi
yaar sandwich ekdum ekdum perfect si,5,good,punjabi
jalebi khake lajawab si feel hoya,4,good,punjabi
manchurian tinda mele tasty bandu feel aaithu,5,good,kannada
mess noodles lowkey l food,2,bad,english
bh dhokla solid taste h,4,good,punjabi
seriously uppit pani pattadu,1,bad,telugu
seriously poori baledu bro,1,bad,telugu
seriously burger taste leka,1,bad,telugu
bruh rasgulla mast undi,5,good,telugu
mess momos is top tier,5,good,english
burger mat khao bewakoof banaya hai,2,bad,hindi
mess puttu baledu bro,1,bad,telugu
bro momos nalla aithu aithu,5,good,kannada
momos skip maadi bekagilla,1,bad,kannada
mess gulab jamun taste leka,1,bad,telugu
tried soup and it was no cap good,5,good,english
tried toor dal regret ruined my day,3,bad,english
tadka dal khake ekdum zabardast feel aaya,4,good,hindi
bro the pulao was absolutely fire,5,good,english
aloo paratha tinda mele super aithu feel aaithu,5,good,kannada
kesari tini tarvata feel baga tasty,4,good,telugu
chai iz straight trash,2,bad,english
bhajji skip maadi taste illa bro,2,bad,kannada
bro dhokla super aithu aithu,5,good,kannada
ninna medu vada tinte tasty ga undi anipinchindi,5,good,telugu
pulao skip karo ghatiya si hai,2,bad,punjabi
bhai toast daab aa gayi hai,5,good,punjabi
pizza tini tarvata taste leka,2,bad,telugu
poori khake kamaal ka feel aaya,5,good,hindi
manchurian try karo kamaal ka hai,5,good,hindi
scrambled egg ulti aa gayi hai bhai,1,bad,hindi
pulao skip maadi ella illa,3,bad,kannada
coffee tinda mele tasty bandu feel aaithu,4,good,kannada
medu vada khake bahut tasty feel aaya,5,good,hindi
gulab jamun khake ekdum zabardast feel aaya,4,good,hindi
nah pongal is disgusting af,2,bad,english
mess ch gulab jamun solid taste si,5,good,punjabi
mess lo bonda baga tasty undi,5,good,telugu
tried pulao regret mid,1,bad,english
full masoor dal full sakkath bruh,5,good,kannada
bro bhel puri was straight garbage,1,bad,english
seriously bro fried rice taste illa bro,1,bad,kannada
scrambled egg try chesthe full enjoy,5,good,telugu
bhajji tini tarvata feel perfect ga undi,5,good,telugu
vada pav ulti aa gayi hai bhai,1,bad,hindi
bhajji ella illa guru,1,bad,kannada
bro lassi was not it,2,bad,english
bhai soup lajawab si hai,4,good,punjabi
nah boiled egg is disgusting af,1,bad,english
samosa tinda mele super aithu feel aaithu,4,good,kannada
maggi khana hi nahi hai bhai,2,bad,hindi
full bhajji full sakkath bro,5,good,kannada
medu vada tini tarvata taste leka,2,bad,telugu
noodles zahar hai yaar,1,bad,punjabi
bhai lassi perfect tha,5,good,hindi
aloo paratha khake ghatiya si feel,2,bad,punjabi
cutlet skip maadi taste illa bro,2,bad,kannada
seriously jalebi baledu bro,1,bad,telugu
mess da aloo paratha mood kharab ho gayi,2,bad,punjabi
mess da pulao ghatiya si,1,bad,punjabi
yaar gulab jamun to ekdum lajawab,5,good,hindi
pongal skip maadi kemp agide,1,bad,kannada
appam pani pattadu undi bro,1,bad,telugu
yaar momos ekdum zabardast si si,5,good,punjabi
samosa khake taste zero feel,1,bad,punjabi
pongal khana hi nahi hai bhai,2,bad,hindi
kachori is straight mid,3,bad,english
aloo paratha tinda mele full sakkath feel aaithu,5,good,kannada
yo gobi paratha was straight up bussin,5,good,english
mess ch coffee zabardast si si,4,good,punjabi
halwa bohot kharab hai bhai,2,bad,hindi
pasta tini tarvata baledu bro,2,bad,telugu
yaar chai to ekdum perfect tha,5,good,hindi
mess lo rasgulla full enjoy undi,5,good,telugu
bhai poori solid taste hai,5,good,punjabi
bhai medu vada lajawab si hai,4,good,punjabi
tried pasta and it was no cap good,4,good,english
puttu try chesthe manchi,4,good,telugu
mess alli cutlet full sakkath,5,good,kannada
mess alli poori nalla aithu,5,good,kannada
bro lassi was trash,1,bad,english
tried fried rice and it was crazy good,4,good,english
boiled egg zahar hai yaar,1,bad,punjabi
medu vada skip maadi waste piece,3,bad,kannada
aloo paratha khake ekdum perfect feel hoya,4,good,punjabi
mess pasta full mood spoil,2,bad,kannada
yaar coffee ekdum daab aa gayi si,5,good,punjabi
mess lo momos full enjoy undi,5,good,telugu
pizza na khao hai yaar,3,bad,punjabi
bhajji try chesthe full enjoy,5,good,telugu
bhel puri tini tarvata feel perfect ga undi,5,good,telugu
full manchurian maja bandide bro,4,good,kannada
bro burger nalla aithu aithu,5,good,kannada
dal fry paisa barbaad hai bhai,2,bad,hindi
bro soup superb ga undi,4,good,telugu
appam mood spoil guru,2,bad,kannada
masoor dal mat khao bilkul ghatiya hai,2,bad,hindi
tried bonda regret zero stars,1,bad,english
bhai seriously lassi taste zero,2,bad,punjabi
momos tinda mele disgusting aithu,2,bad,kannada
tadka dal try madi maja bandide,5,good,kannada
lassi tini tarvata feel mast undi,5,good,telugu
pulao khake full mast feel hoya,4,good,punjabi
omelette taste leka undi bro,1,bad,telugu
pakoda khake regret ho reha feel,1,bad,punjabi
mess ch scrambled egg kamaal si,5,good,punjabi
gobi paratha tinda mele kemp agide,1,bad,kannada
bro cutlet manchi,5,good,telugu
medu vada mat khao bohot kharab hai,2,bad,hindi
soup hits different legendary,5,good,english
bhai seriously momos ghatiya si,2,bad,punjabi
seriously bro bajji bekagilla,2,bad,kannada
pulao khake bahut tasty feel aaya,4,good,hindi
sandwich try madi full sakkath,5,good,kannada
full medu vada yummy bro,4,good,kannada
bro rasgulla baga tasty,5,good,telugu
seriously bro rasgulla waste piece,1,bad,kannada
masoor dal bohot kharab hai bhai,1,bad,hindi
puttu khake ekdum zabardast feel aaya,5,good,hindi
nah halwa is mid,1,bad,english
bro boiled egg full sakkath aithu,5,good,kannada
toast khali waste undi bro,3,bad,telugu
bro sandwich full sakkath aithu,5,good,kannada
aloo paratha mat khao khana hi nahi hai,2,bad,hindi
yaar soup ekdum kamaal si,5,good,punjabi
bhai pizza maja aa gaya full,5,good,hindi
seriously bro sheera ella illa,1,bad,kannada
toor dal ella illa guru,2,bad,kannada
kachori tini tarvata pani pattadu,1,bad,telugu
mess bonda pani pattadu,2,bad,telugu
pakoda try madi nalla aithu,4,good,kannada
sheera baledu bro undi bro,1,bad,telugu
seriously burger baledu bro,1,bad,telugu
masoor dal is straight trash,1,bad,english
bro the lassi was top tier,4,good,english
full puttu maja bandide bro,4,good,kannada
yo soup was straight up legendary,5,good,english
bhai seriously boiled egg mood kharab ho gayi,1,bad,punjabi
rasgulla khake maja aa gaya full feel aaya,4,good,hindi
uppit hits different no cap good,5,good,english
mess omelette lowkey disgusting af,1,bad,english
yaar jalebi to ekdum kamaal ka,5,good,hindi
masoor dal bekagilla guru,1,bad,kannada
yaar lassi to ekdum lajawab,4,good,hindi
mess alli halwa maja bandide,5,good,kannada
seriously chana dal baledu bro,1,bad,telugu
mess mein puttu perfect tha tha,5,good,hindi
appam khake kamaal feel hoya,4,good,punjabi
noodles tini tarvata feel full enjoy,4,good,telugu
mess cutlet is absolutely fire,5,good,english
mess lo manchurian manchi undi,4,good,telugu
yaar moong dal to ekdum full mast,5,good,hindi
bhai sach mein puttu bohot kharab,1,bad,hindi
bro moong dal superb ga undi,4,good,telugu
bhel puri mood kharab ho gayi hai yaar,1,bad,punjabi
bro the manchurian was lit,5,good,english
vada pav khake lajawab feel aaya,5,good,hindi
lassi try madi yummy,5,good,kannada
pav bhaji khake full mast feel hoya,5,good,punjabi
mess da toast regret ho reha,1,bad,punjabi
appam tini tarvata feel full enjoy,5,good,telugu
mess mein bonda ekdum zabardast tha,4,good,hindi
mess gulab jamun lowkey disgusting af,2,bad,english
bro bonda super aithu aithu,5,good,kannada
cutlet mat khao regret hai,3,bad,hindi
mess cutlet is bussin,5,good,english
momos try cheyakandi taste leka,2,bad,telugu
yaar appam ekdum solid taste si,4,good,punjabi
noodles taste leka undi bro,1,bad,telugu
pulao tinda mele kemp agide,1,bad,kannada
samosa regret hai bhai,1,bad,hindi
pulao khake zahar feel,3,bad,punjabi
mess dhokla taste leka,2,bad,telugu
manchurian tini tarvata feel perfect ga undi,5,good,telugu
ninna fried rice tinte full enjoy anipinchindi,4,good,telugu
toast skip maadi bekagilla,2,bad,kannada
bro kachori maja bandide aithu,4,good,kannada
momos skip maadi disgusting aithu,1,bad,kannada
sheera tini tarvata feel superb ga undi,4,good,telugu
yaar dal fry ekdum daab aa gayi si,5,good,punjabi
bhai sach mein chana dal bohot kharab,1,bad,hindi
sheera tini tarvata feel mast undi,5,good,telugu
tried samosa regret not it,2,bad,english
bhai gulab jamun perfect tha,4,good,hindi
mess poori lowkey zero stars,1,bad,english
bhai kachori kamaal ka,5,good,hindi
mess alli uppit yummy,5,good,kannada
mess mein kachori perfect tha tha,5,good,hindi
bh seriously ch regret ho reha,3,bad,punjabi
bro moong dal perfect aithu,4,good,kannada
bhai pakoda full mast hai,5,good,punjabi
mess lo noodles manchi undi,4,good,telugu
poori khake ulti aa gayi feel,2,bad,hindi
aloo paratha ghatiya si hai yaar,1,bad,punjabi
seriously halwa eat cheyaleka,2,bad,telugu
samosa khake regret ho reha feel,1,bad,punjabi
mess ka vada pav bohot kharab,1,bad,hindi
bro coffee was disgusting af,1,bad,english
bro poori mast undi,5,good,telugu
bro pulao was straight garbage,2,bad,english
poori khake bilkul ghatiya feel,3,bad,hindi
samosa tinda mele disgusting aithu,2,bad,kannada
pasta bewakoof banaya hai bhai,3,bad,hindi
pav bhaji baledu bro undi bro,2,bad,telugu
mess alli lassi super aithu,5,good,kannada
nah pav bhaji is disgusting af,1,bad,english
yaar cutlet to ekdum bahut tasty,5,good,hindi
mess mein chai lajawab tha,5,good,hindi
yo pasta was straight up absolutely fire,4,good,english
mess da pakoda regret ho reha,2,bad,punjabi
mess da manchurian regret ho reha,2,bad,punjabi
tried poori and it was lit,5,good,english
mess burger disgusting,1,bad,telugu
kesari khake regret ho reha feel,1,bad,punjabi
mess ka lassi paisa barbaad,2,bad,hindi
ninna maggi tinte superb ga undi anipinchindi,4,good,telugu
mess da pakoda taste zero,1,bad,punjabi
yaar maggi to ekdum ekdum zabardast,5,good,hindi
bhai jalebi ekdum zabardast,4,good,hindi
halwa is straight straight garbage,1,bad,english
mess lo momos full enjoy undi,5,good,telugu
bhai sach mein sandwich khana hi nahi,2,bad,hindi
bro toor dal tasty ga undi,5,good,telugu
momos hits different absolutely fire,5,good,english
mess ch scrambled egg solid taste si,4,good,punjabi
yo jalebi was straight up top tier,4,good,english
masoor dal ghatiya si hai yaar,3,bad,punjabi
mess medu vada lowkey straight garbage,2,bad,english
bhai sach mein vada pav regret,3,bad,hindi
bhai seriously appam zahar,2,bad,punjabi
bajji try madi perfect,5,good,kannada
mess alli burger super aithu,5,good,kannada
mess alli fried rice nalla aithu,4,good,kannada
fried rice try karo solid taste,5,good,punjabi
bajji try cheyakandi disgusting,2,bad,telugu
halwa mat khao bilkul ghatiya hai,2,bad,hindi
bro bajji was l food,2,bad,english
bonda waste piece guru,2,bad,kannada
mess pakoda pani pattadu,3,bad,telugu
full noodles maja bandide bro,4,good,kannada
bro maggi tasty bandu aithu,5,good,kannada
bruh uppit super aithu aithu,4,good,kannada
yaar toor dal ekdum lajawab si si,5,good,punjabi
pakoda tinda mele dizgusting aithu,1,bad,kannada
maggi khake khana hi nahi feel,2,bad,hindi
ninna gulab jamun tinte superb ga undi anipinchindi,4,good,telugu
mess mein pongal bahut tasty tha,4,good,hindi
full medu vada perfect bro,4,good,kannada
bhai sach mein gobi paratha bilkul ghatiya,1,bad,hindi
bhai chana dal zabardast si hai,4,good,punjabi
bhai puttu ekdum zabardast,5,good,hindi
tried gulab jamun regret not it,2,bad,english
chai is straight straight garbage,1,bad,english
mess lo uppit full enjoy undi,5,good,telugu
rasgulla tinda mele bekagilla,1,bad,kannada
chai try karo zabardast si,5,good,punjabi
vada pav hits different no cap good,4,good,english
yaar puttu ekdum full mast si,5,good,punjabi
tadka dal tini tarvata khali waste,1,bad,telugu
mess bhel puri lowkey ruined my day,1,bad,english
bro medu vada was trash,1,bad,english
cutlet tinda mele full sakkath feel aaithu,4,good,kannada
medu vada khake maja aa gaya full feel aaya,4,good,hindi
bhai seriously pakoda zahar,1,bad,punjabi
yo burger was straight up slaps,5,good,english
mess lo jalebi baga tasty undi,5,good,telugu
chana dal waste piece guru,3,bad,kannada
mess ch boiled egg full mast si,4,good,punjabi
appam tini tarvata mood off,2,bad,telugu
momos khake solid taste feel hoya,5,good,punjabi
bhai seriously bonda mood kharab ho gayi,1,bad,punjabi
mess da bonda regret ho reha,1,bad,punjabi
bhai seriously pakoda taste zero,2,bad,punjabi
yaar dhokla ekdum full mast si,5,good,punjabi
bhai sach mein moong dal regret,1,bad,hindi
scrambled egg khake khana hi nahi feel,2,bad,hindi
yaar burger to ekdum lajawab,5,good,hindi
cutlet taste leka undi bro,1,bad,telugu
yaar pongal ekdum ekdum perfect si,5,good,punjabi
yaar lassi ekdum daab aa gayi si,5,good,punjabi
bajji tinda mele kemp agide,1,bad,kannada
uppit skip maadi mood spoil,1,bad,kannada
yaar bajji to ekdum bahut tasty,5,good,hindi
medu vada try cheyakandi khali waste,1,bad,telugu
bajji skip karo na khao hai,2,bad,punjabi
tried sandwich regret not it,1,bad,english
nah coffee is zero stars,1,bad,english
toor dal tinda mele mood spoil,2,bad,kannada
tried bhel puri regret mid,2,bad,english
bhajji iz straight L food,1,bad,english
tried bhajji regret zero stars,1,bad,english
cutlet try karo ekdum perfect,4,good,punjabi
bro soup yummy aithu,5,good,kannada
yo rasgulla was straight up fire,4,good,english
maggi skip maadi taste illa bro,1,bad,kannada
ninna gobi paratha tinte baga tasty anipinchindi,5,good,telugu
seriously gulab jamun khali waste,2,bad,telugu
uppit khake regret feel,2,bad,hindi
mess manchurian lowkey ruined my day,1,bad,english
nah cutlet is zero stars,2,bad,english
mess lo poori tasty ga undi undi,4,good,telugu
momos khake lajawab si feel hoya,4,good,punjabi
mess ka bhajji paisa barbaad,1,bad,hindi
mess lo scrambled egg superb ga undi undi,4,good,telugu
kesari mat khao khana hi nahi hai,1,bad,hindi
pav bhaji try karo solid taste,4,good,punjabi
bro gulab jamun was L food,2,bad,english
mess puttu is slaps,5,good,english
scrambled egg skip karo mood kharab ho gayi hai,1,bad,punjabi
bhai pongal perfect tha,5,good,hindi
scrambled egg try chesthe full enjoy,5,good,telugu
tried bhel puri regret ruined my day,2,bad,english
puttu khake maja aa gaya full feel aaya,5,good,hindi
mess appam pani pattadu,1,bad,telugu
yaar bonda to ekdum bahut tasty,5,good,hindi
bhajji khake mood kharab ho gayi feel,2,bad,punjabi
yo noodles was straight up crazy good,5,good,english
jalebi is straight disgusting af,2,bad,english
bhai scrambled egg daab aa gayi hai,5,good,punjabi
bhai gulab jamun bahut tasty,5,good,hindi
mess ch bajji daab aa gayi si,5,good,punjabi
bhai seriously noodles faltu,1,bad,punjabi
pav bhaji mat khao bilkul ghatiya hai,1,bad,hindi
mess bhajji lowkey zero stars,1,bad,english
mess ch toast zabardast si si,5,good,punjabi
pasta tinda mele full sakkath feel aaithu,5,good,kannada
sheera mat khao paisa barbaad h,3,bad,hindi
bhai kesari lajawab,4,good,hindi
seriously cutlet mood off,2,bad,telugu
bhai seriously appam faltu,1,bad,punjabi
pasta mood kharab ho gayi hai yaar,2,bad,punjabi
tried dal fry and it was absolutely fire,5,good,english
pasta tinda mele maja bandide feel aaithu,5,good,kannada
medu vada tini tarvata dizgusting,2,bad,telugu
rasgulla tinda mele disgusting aithu,3,bad,kannada
bajji khake lajawab feel aaya,4,good,hindi
mess ch pani pattadu,1,bad,telugu
bro the sheera was absolutely fire,4,good,english
mess moong dal is slaps,5,good,english
maggi try karo full mast,5,good,punjabi
manchurian hits different top tier,5,good,english
mess da dhokla zahar,2,bad,punjabi
mess mein fried rice lajawab tha,5,good,hindi
bro maggi tasty bandu aithu,4,good,kannada
halwa khake full mast feel hoya,5,good,punjabi
moong dal skip maadi bekagilla,2,bad,kannada
medu vada mat khao bewakoof banaya hai,2,bad,hindi
aloo paratha khake zabardast si feel hoya,5,good,punjabi
kesari skip maadi taste illa bro,3,bad,kannada
seriously fried rice khali waste,1,bad,telugu
mess ka appam bewakoof banaya,3,bad,hindi
bro pongal full enjoy,4,good,telugu
seriously boiled egg disgusting,1,bad,telugu
yaar omelette ekdum solid taste si,4,good,punjabi
manchurian skip karo zahar hai,2,bad,punjabi
bro the medu vada was legendary,5,good,english
halwa try madi yummy,4,good,kannada
pulao taste leka undi bro,2,bad,telugu
maggi khake lajawab feel aaya,4,good,hindi
bhai sach mein uppit bohot kharab,2,bad,hindi
tried burger regret l food,1,bad,english
omelette try karo ekdum perfect,5,good,punjabi
toor dal try karo solid taste,5,good,punjabi
nah lassi is ruined my day,1,bad,english
seriously jalebi khali waste,2,bad,telugu
mess moong dal mood off,2,bad,telugu
samosa skip maadi mood spoil,3,bad,kannada
chai tini tarvata mood off,3,bad,telugu
boiled egg try madi full sakkath,5,good,kannada
bhai toast kamaal ka,5,good,hindi
yo toor dal was straight up bussin,5,good,english
mess pav bhaji full disgusting aithu,2,bad,kannada
yaar tadka dal to ekdum ekdum zabardast,5,good,hindi
jalebi khake khana hi nahi feel,3,bad,hindi
gobi paratha is straight ruined my day,1,bad,english
omelette faltu hai yaar,1,bad,punjabi
sandwich hits different absolutely fire,4,good,english
